brand,ats,identifier,url,verified_name,jobs,sg_jobs,needs_review,src,ai_confidence
FreeBalance,ai (browser),https://www.freebalance.com/en/careers/,https://www.freebalance.com/en/careers/,,-1,-1,,ai,low
Fugro,workday,https://fugro.wd3.myworkdayjobs.com/Careers,https://fugro.wd3.myworkdayjobs.com/Careers,fugro,152,-1,0.0,api_sniff,
Fuji Dies Kogyo,taleo (browser),https://fujidies.taleo.net,https://fujidies.taleo.net,fujidieskogyo,-1,-1,,ai,low
Fuji Yusoki Kogyo,ai (browser),https://www.fujiyusoki.com/careers,https://www.fujiyusoki.com/careers,,-1,-1,,ai,low
Fumakilla,ai (browser),https://www.fumakilla.com/careers,https://www.fumakilla.com/careers,,-1,-1,,ai,low
Fund Channel,ai (browser),https://fundchannel.com/careers,https://fundchannel.com/careers,,-1,-1,,ai,low
GA Telesis,ai (browser),https://www.gatelesis.com/careers/,https://www.gatelesis.com/careers/,,-1,-1,,ai,low
GBG,workable (browser),https://apply.workable.com/gbg,https://apply.workable.com/gbg,gbg,-1,-1,0.0,api_sniff,
GIA,workday,https://gia.wd1.myworkdayjobs.com/Gia,https://gia.wd1.myworkdayjobs.com/Gia,gia,14,-1,0.0,api_sniff,
GLMX,greenhouse,glmx,https://boards.greenhouse.io/glmx,GLMX,0,0,,ai,low
GS Caltex,ai (browser),https://www.gscaltex.com/en/careers,https://www.gscaltex.com/en/careers,,-1,-1,,ai,low
GSK,workday,https://gsk.wd5.myworkdayjobs.com/GskCareers,https://gsk.wd5.myworkdayjobs.com/GskCareers,gsk,763,-1,0.0,api_sniff,
Galderma,workday,https://galderma.wd3.myworkdayjobs.com/External,https://galderma.wd3.myworkdayjobs.com/External,galderma,359,-1,0.0,api_sniff,
Galileo,greenhouse,galileo,https://boards.greenhouse.io/galileo,Galileo,11,0,0.0,api_sniff,
Gamuda,successfactors (browser),https://career44.sapsf.com/career?site=&amp;company=gamudaberh&amp;lang=en%5FGB&amp;login_ns=register&amp;career_ns=home&amp;navBarLevel=MY_PROFILE,https://career44.sapsf.com/career?site=&amp;company=gamudaberh&amp;lang=en%5FGB&amp;login_ns=register&amp;career_ns=home&amp;navBarLevel=MY_PROFILE,gamuda,-1,-1,0.0,api_sniff,
Gandi,ai (browser),https://gandi.taleez.com/,https://gandi.taleez.com/,,-1,-1,,ai,low
Gategroup,ai (browser),https://www.gategroup.com/careers/,https://www.gategroup.com/careers/,,-1,-1,,ai,low
Gaumont,ai (browser),https://info.jazzhr.com/job-seekers.html,https://info.jazzhr.com/job-seekers.html,,-1,-1,,ai,low
Genetec,smartrecruiters,genetec,https://careers.smartrecruiters.com/genetec,genetec,1,0,1.0,api_sniff,
Genius Sports,greenhouse,geniussports,https://boards.greenhouse.io/geniussports,Genius Sports,44,0,0.0,api_sniff,
Geometry,ai (browser),https://geometryonline.recruiterflow.com/,https://geometryonline.recruiterflow.com/,,-1,-1,,ai,low
Gessi,ai (browser),https://www.gessi.com/en/careers,https://www.gessi.com/en/careers,,-1,-1,,ai,low
Gland Pharma,ai (browser),https://glandpharma.com/careers,https://glandpharma.com/careers,,-1,-1,,ai,low
Glencore,ai (browser),https://www.glencore.com/en/careers,https://www.glencore.com/en/careers,,-1,-1,,ai,high
Global Blue,workday,https://globalblue.wd3.myworkdayjobs.com/External,https://globalblue.wd3.myworkdayjobs.com/External,globalblue,30,-1,1.0,api_sniff,
Global Calcium,ai (browser),https://www.globalcalcium.com/careers,https://www.globalcalcium.com/careers,,-1,-1,,ai,low
Global Infrastructure Partners,ai (browser),https://www.globalinfrastructurepartners.com/careers,https://www.globalinfrastructurepartners.com/careers,,-1,-1,,ai,low
Global Payments,workday,https://worldpay.wd5.myworkdayjobs.com/Worldpay_External_Careers_Site,https://worldpay.wd5.myworkdayjobs.com/Worldpay_External_Careers_Site,worldpay,180,-1,,ai,high
Global Switch,ai (browser),https://careers.globalswitch.com/,https://careers.globalswitch.com/,,-1,-1,,ai,low
Golden Village,avature (browser),https://goldenvillage.avature.net,https://goldenvillage.avature.net,goldenvillage,-1,-1,,ai,low
GoodWe,ai (browser),https://wecruit.hotjob.cn/SU630a3a0e2f9d2406b4f6c5f1/pb/index.html#/,https://wecruit.hotjob.cn/SU630a3a0e2f9d2406b4f6c5f1/pb/index.html#/,,-1,-1,,ai,low
Goodwin Procter,workday,https://goodwinprocter.wd5.myworkdayjobs.com/External_Careers,https://goodwinprocter.wd5.myworkdayjobs.com/External_Careers,goodwinprocter,44,-1,1.0,api_sniff,
Graceland Fruit,ai (browser),https://www.gracelandfruit.com/careers/,https://www.gracelandfruit.com/careers/,,-1,-1,,ai,low
Grant Thornton,oracle,https://ehzq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,https://ehzq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,grantthornton,137,-1,1.0,api_sniff,
Greenlam,ai (browser),https://www.greenlam.com/careers,https://www.greenlam.com/careers,,-1,-1,,ai,low
Greif,workday,https://greif.wd5.myworkdayjobs.com/Greif,https://greif.wd5.myworkdayjobs.com/Greif,greif,229,-1,0.0,api_sniff,
Groma,greenhouse,groma,https://boards.greenhouse.io/groma,Groma,3,0,1.0,api_sniff,
Groupe OnePoint,workable (browser),https://apply.workable.com/onepoint/,https://apply.workable.com/onepoint/,groupeonepoint,-1,-1,,ai,low
GuarantCo,ai (browser),https://guarantco.com/careers/,https://guarantco.com/careers/,,-1,-1,,ai,low
Guidepoint,greenhouse,guidepoint,https://boards.greenhouse.io/guidepoint,Guidepoint,114,2,0.0,api_sniff,
GumGum,greenhouse,gumgum,https://boards.greenhouse.io/gumgum,GumGum,10,0,0.0,api_sniff,
GuotaiQixing,taleo (browser),https://guotaiqixing.taleo.net,https://guotaiqixing.taleo.net,guotaiqixing,-1,-1,,ai,low
HKS,ai (browser),https://hks.com/careers,https://hks.com/careers,,-1,-1,,ai,low
HTC,icims (browser),https://globalcareers-htcvive.icims.com/jobs/intro?hashed=-435804063&amp;mobile=false&amp;width=988&amp;height=500&amp;bga=true&amp;needsRedirect=false&amp;jan1offset=0&amp;jun1offset=60,https://globalcareers-htcvive.icims.com/jobs/intro?hashed=-435804063&amp;mobile=false&amp;width=988&amp;height=500&amp;bga=true&amp;needsRedirect=false&amp;jan1offset=0&amp;jun1offset=60,htc,-1,-1,0.0,api_sniff,
Habitat for Humanity,ai (browser),https://www.habitat.org/about/careers,https://www.habitat.org/about/careers,,-1,-1,,ai,low
Habyt,ai (browser),https://www.habyt.com/careers,https://www.habyt.com/careers,,-1,-1,,ai,low
Hach,workday,https://veralto.wd1.myworkdayjobs.com/HachJobs,https://veralto.wd1.myworkdayjobs.com/HachJobs,veralto,92,-1,1.0,api_sniff,
Haggai Institute,ai (browser),https://www.haggai-international.org/connect-page/,https://www.haggai-international.org/connect-page/,,-1,-1,,ai,low
Haidilao,ai (browser),https://www.haidilao.com/careers,https://www.haidilao.com/careers,,-1,-1,,ai,low
Hainan Airlines,ai (browser),https://www.hnair.com/404/,https://www.hnair.com/404/,,-1,-1,,ai,low
Hakuhodo,ai (browser),https://www.hakuhodo.co.jp/hr/,https://www.hakuhodo.co.jp/hr/,,-1,-1,,ai,low
Hammerspace,ai (browser),https://hammerspace.com/careers/,https://hammerspace.com/careers/,,-1,-1,,ai,low
Hansaworld,ai (browser),https://www.hansaworld.com/en/careers,https://www.hansaworld.com/en/careers,,-1,-1,,ai,low
Hanwa,ai (browser),https://www.hanwha.com/index.do,https://www.hanwha.com/index.do,,-1,-1,,ai,low
Hanwha,ai (browser),https://jobs-offshore.hanwhaocean.com/go/Asia-Pacific/9738700/,https://jobs-offshore.hanwhaocean.com/go/Asia-Pacific/9738700/,,-1,-1,,ai,high
Harmonic,greenhouse,harmonic,https://boards.greenhouse.io/harmonic,Harmonic,9,0,0.0,api_sniff,
Harris Hotels,taleo (browser),https://harrishotels.taleo.net,https://harrishotels.taleo.net,harrishotels,-1,-1,,ai,low
Harvey Norman,ai (browser),https://www.harveynorman.com.sg/careers.html,https://www.harveynorman.com.sg/careers.html,,-1,-1,,ai,low
Harwin,ai (browser),https://www.harwin.com/careers,https://www.harwin.com/careers,,-1,-1,,ai,low
HashKey Capital,ai (browser),https://www.hashkey.com/careers,https://www.hashkey.com/careers,,-1,-1,,ai,low
Hassell,smartrecruiters,HassellServices,https://careers.smartrecruiters.com/HassellServices,Hassell Services,34,0,,ai,low
Heerema,successfactors (browser),https://career2.successfactors.eu/career?site=&company=heeremamarP1&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career2.successfactors.eu/career?site=&company=heeremamarP1&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,heerema,-1,-1,,ai,low
Heilind,taleo (browser),https://heilind.taleo.net/careersection/external,https://heilind.taleo.net/careersection/external,heilind,-1,-1,,ai,low
Hella,ai (browser),https://www.hella.com/en/Career-230/,https://www.hella.com/en/Career-230/,,-1,-1,,ai,low
Henderson,ai (browser),https://www.janushenderson.com/en-us/,https://www.janushenderson.com/en-us/,,-1,-1,,ai,low
Henkel,ai (browser),https://jobs.henkel.com/,https://jobs.henkel.com/,,-1,-1,,ai,high
Henry Jacques,ai (browser),https://www.henryjacques.com/careers,https://www.henryjacques.com/careers,,-1,-1,,ai,low
Herman Miller,ai (browser),https://www.hermanmiller.com/en_us/careers/,https://www.hermanmiller.com/en_us/careers/,,-1,-1,,ai,high
Hermes,ai (browser),https://talents.hermes.com/en/sites/CX/jobs,https://talents.hermes.com/en/sites/CX/jobs,,-1,-1,,ai,high
HeyGen,greenhouse,heygen,https://boards.greenhouse.io/heygen,HeyGen,20,3,0.0,api_sniff,
Highpower Technology,smartrecruiters,highpower,https://careers.smartrecruiters.com/highpower,High Power,1,0,1.0,api_sniff,
Hill Dickinson,ai (browser),https://careers.hilldickinson.com/,https://careers.hilldickinson.com/,,-1,-1,,ai,low
Hilti,ai (browser),https://careers.hilti.group/en,https://careers.hilti.group/en,,-1,-1,,ai,high
Hisense,ai (browser),https://jobs.hisense.com/,https://jobs.hisense.com/,,-1,-1,,ai,low
Hobart,ai (browser),https://www.hobartcorp.com/about-us-hobart/current-openings,https://www.hobartcorp.com/about-us-hobart/current-openings,,-1,-1,,ai,low
Homag,ai (browser),https://www.homag.com/en/career,https://www.homag.com/en/career,,-1,-1,,ai,low
Honda,phenom (browser),https://careers.honda.com/us/en/search-results?keywords=%7Bsearch_term_string%7D,https://careers.honda.com/us/en/search-results?keywords=%7Bsearch_term_string%7D,honda,-1,-1,,ai,high
Honeywell,ai (browser),https://careers.honeywell.com/en/sites/Honeywell,https://careers.honeywell.com/en/sites/Honeywell,,-1,-1,,ai,high
Hoogwegt,ai (browser),https://hoogwegt.com/careers,https://hoogwegt.com/careers,,-1,-1,,ai,low
HotelPlanner,ai (browser),https://www.hotelplanner.com,https://www.hotelplanner.com,,-1,-1,,ai,low
Huber,successfactors (browser),https://career8.successfactors.com/career?site=&company=JMHGPS&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career8.successfactors.com/career?site=&company=JMHGPS&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,huber,-1,-1,,ai,low
Hugo Boss,ai (browser),https://careers.hugoboss.com/global/en,https://careers.hugoboss.com/global/en,,-1,-1,,ai,high
Humanscale,ai (browser),https://www.humanscale.com/welcome,https://www.humanscale.com/welcome,,-1,-1,,ai,low
Hunter Douglas,greenhouse,hunterdouglas,https://boards.greenhouse.io/hunterdouglas,Hunter Douglas,72,0,0.0,api_sniff,
Huntsman,workday,https://huntsman.wd1.myworkdayjobs.com/Huntsman,https://huntsman.wd1.myworkdayjobs.com/Huntsman,huntsman,171,-1,0.0,api_sniff,
Hutchinson,oracle,https://fa-eocc-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/fr/sites/CX_1007,https://fa-eocc-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/fr/sites/CX_1007,hutchinson,365,-1,,ai,low
Hyland Software,icims (browser),https://www.hyland.com/en/company/careers,https://www.hyland.com/en/company/careers,hylandsoftware,-1,-1,,ai,high
IAG,ai (browser),https://careers.iag.com.au/global/en,https://careers.iag.com.au/global/en,,-1,-1,,ai,low
IDEMIA,icims (browser),https://uscareers-idemia.icims.com/,https://uscareers-idemia.icims.com/,idemia,-1,-1,0.0,api_sniff,
IDEXX Laboratories,workday,https://idexx.wd1.myworkdayjobs.com/idexx,https://idexx.wd1.myworkdayjobs.com/idexx,idexx,195,-1,,ai,high
IDP,ai (browser),https://careers.idp.com/,https://careers.idp.com/,,-1,-1,,ai,low
IIF,taleo (browser),https://iif.taleo.net,https://iif.taleo.net,iif,-1,-1,,ai,low
IKA,ai (browser),https://www.ika.com/en,https://www.ika.com/en,,-1,-1,,ai,low
IMI,greenhouse,imi,https://boards.greenhouse.io/imi,IMI,4,0,1.0,api_sniff,
INEOS,ai (browser),https://careers.ineos.com/,https://careers.ineos.com/,,-1,-1,,ai,low
IONOS,greenhouse,ionos,https://boards.greenhouse.io/ionos,IONOS DE,30,0,0.0,api_sniff,
IPECO,ai (browser),https://ipeco.com/work-for-us/,https://ipeco.com/work-for-us/,,-1,-1,,ai,low
IQVIA,workday,https://iqvia.wd1.myworkdayjobs.com/Iqvia,https://iqvia.wd1.myworkdayjobs.com/Iqvia,iqvia,2000,-1,0.0,api_sniff,
ISOQAR,ai (browser),https://isoqar.com/careers/,https://isoqar.com/careers/,,-1,-1,,ai,low
Ibibo Group,workable (browser),https://apply.workable.com/goibibo/,https://apply.workable.com/goibibo/,ibibogroup,-1,-1,,ai,high
Impossible Foods,ai (browser),https://impossiblefoods.com/careers,https://impossiblefoods.com/careers,,-1,-1,,ai,high
InBody,ai (browser),https://www.inbody.com/careers,https://www.inbody.com/careers,,-1,-1,,ai,low
Incubeta,ai (browser),https://incubeta.com/careers/,https://incubeta.com/careers/,,-1,-1,,ai,low
Index Exchange,ai (browser),https://www.indexexchange.com/careers/,https://www.indexexchange.com/careers/,,-1,-1,,ai,high
Infineon,ai (browser),https://www.infineon.com/careers,https://www.infineon.com/careers,,-1,-1,,ai,high
Inflow Technologies,ai (browser),https://inflowtechnologies.com/careers/,https://inflowtechnologies.com/careers/,,-1,-1,,ai,low
Infosys,ai (browser),https://career.infosys.com/joblist,https://career.infosys.com/joblist,,-1,-1,,ai,high
Innio,ai (browser),https://careers.innio.com/en/,https://careers.innio.com/en/,,-1,-1,,ai,high
Inspectorate,ai (browser),https://commodities.bureauveritas.com,https://commodities.bureauveritas.com,,-1,-1,,ai,low
Instawork,greenhouse,instawork,https://boards.greenhouse.io/instawork,Instawork,55,0,0.0,api_sniff,
Insulet,workday,https://insulet.wd5.myworkdayjobs.com/InsuletCareers,https://insulet.wd5.myworkdayjobs.com/InsuletCareers,insulet,194,-1,0.0,api_sniff,
Integris Composites,ai (browser),https://integriscomposites.com/careers/,https://integriscomposites.com/careers/,,-1,-1,,ai,low
Intel 471,ai (browser),https://intel471.bamboohr.com/careers,https://intel471.bamboohr.com/careers,,-1,-1,,ai,low
Intellian,ai (browser),https://intellian.com/careers,https://intellian.com/careers,,-1,-1,,ai,low
InterSystems,greenhouse,intersystems,https://boards.greenhouse.io/intersystems,InterSystems,142,4,0.0,api_sniff,
International SOS,successfactors (browser),https://career4.successfactors.com/career?site=&company=INTLSOS&lang=en_GB&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career4.successfactors.com/career?site=&company=INTLSOS&lang=en_GB&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,internationalsos,-1,-1,,ai,low
Investcorp,ai (browser),https://www.investcorp.com/careers/,https://www.investcorp.com/careers/,,-1,-1,,ai,low
Ippudo,ai (browser),https://www.ippudo.com/,https://www.ippudo.com/,,-1,-1,,ai,low
IronNet Cybersecurity,ai (browser),https://www.ironnet.com/company/careers,https://www.ironnet.com/company/careers,,-1,-1,,ai,low
Ivanhoe Cambridge,ai (browser),https://www.ivanhoecambridge.com/en/,https://www.ivanhoecambridge.com/en/,,-1,-1,,ai,low
JCB,ai (browser),https://careers.jcb.com/,https://careers.jcb.com/,,-1,-1,,ai,low
JFrog,greenhouse,jfrog,https://boards.greenhouse.io/jfrog,JFrog,57,1,0.0,api_sniff,
JM Financial,ai (browser),https://www.jmfinancial.com/careers,https://www.jmfinancial.com/careers,,-1,-1,,ai,low
JPMorgan Chase,oracle,https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001,https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001,jpmorganchase,7165,-1,,ai,high
JW Player,ai (browser),https://jwx.com/careers,https://jwx.com/careers,,-1,-1,,ai,low
JWT,workable (browser),https://apply.workable.com/jwt/,https://apply.workable.com/jwt/,jwt,-1,-1,,ai,low
Jane Goodall Institute,ai (browser),https://janegoodall.org/,https://janegoodall.org/,,-1,-1,,ai,low
Janus et Cie,ai (browser),https://www.janusetcie.com/careers,https://www.janusetcie.com/careers,,-1,-1,,ai,low
Jardine Matheson,ai (browser),https://www.jardinegroup.com/careers,https://www.jardinegroup.com/careers,,-1,-1,,ai,low
Jauch,ai (browser),https://www.jauch.com/en-INT/careers,https://www.jauch.com/en-INT/careers,,-1,-1,,ai,low
Jet Aviation,ai (browser),https://www.jetaviation.com/company/careers/,https://www.jetaviation.com/company/careers/,,-1,-1,,ai,low
Jetstar,taleo (browser),https://jetstar.taleo.net/careersection/jetstar/jobsearch.ftl,https://jetstar.taleo.net/careersection/jetstar/jobsearch.ftl,jetstar,-1,-1,,ai,high
Jingdong,ai (browser),https://www.jd.com/error2.aspx?from=shopdomain,https://www.jd.com/error2.aspx?from=shopdomain,,-1,-1,,ai,low
Johnson Controls,workday,https://jci.wd5.myworkdayjobs.com/JCI,https://jci.wd5.myworkdayjobs.com/JCI,jci,2662,-1,1.0,api_sniff,
Johnson Electric,workday,https://johnsonelectric.wd3.myworkdayjobs.com/Career_JE,https://johnsonelectric.wd3.myworkdayjobs.com/Career_JE,johnsonelectric,279,-1,,ai,high
Johnson Health,ai (browser),https://johnsonhealth.com/careers,https://johnsonhealth.com/careers,,-1,-1,,ai,low
Juki,ai (browser),https://juki.com/careers,https://juki.com/careers,,-1,-1,,ai,low
Julius Baer,workday,https://juliusbaer.wd3.myworkdayjobs.com/External,https://juliusbaer.wd3.myworkdayjobs.com/External,juliusbaer,172,-1,1.0,api_sniff,
KFC,ai (browser),https://www.kfc.com.sg/careers,https://www.kfc.com.sg/careers,,-1,-1,,ai,high
KFIN Technologies,ai (browser),https://www.kfintech.com/jobs/,https://www.kfintech.com/jobs/,,-1,-1,,ai,low
KITZ,ai (browser),https://www.kitz.co.jp/recruit/,https://www.kitz.co.jp/recruit/,,-1,-1,,ai,low
Kalsec,ai (browser),https://www.kalsec.com/about-kalsec/careers,https://www.kalsec.com/about-kalsec/careers,,-1,-1,,ai,low
Kamigumi,ai (browser),https://www.kamigumi.co.jp/recruit/index.html,https://www.kamigumi.co.jp/recruit/index.html,,-1,-1,,ai,low
Kandji,ai (browser),https://www.iru.com/,https://www.iru.com/,,-1,-1,,ai,high
Kantar,workday,https://kantar.wd3.myworkdayjobs.com/Kantar,https://kantar.wd3.myworkdayjobs.com/Kantar,kantar,62,-1,0.0,api_sniff,
Kao,greenhouse,kao,https://boards.greenhouse.io/kao,Kao Corporation,52,0,0.0,api_sniff,
Kappa,ai (browser),https://kappagroup.com,https://kappagroup.com,,-1,-1,,ai,low
Karmsund Maritime,ai (browser),https://karmsund.no/careers/,https://karmsund.no/careers/,,-1,-1,,ai,low
Katoen Natie,ai (browser),https://www.katoennatie.com/careers/,https://www.katoennatie.com/careers/,,-1,-1,,ai,low
Kayak,greenhouse,kayak,https://boards.greenhouse.io/kayak,KAYAK,1,0,1.0,api_sniff,
Kdan,ai (browser),https://www.kdan.com/careers,https://www.kdan.com/careers,,-1,-1,,ai,low
Kennedys,ai (browser),https://www.kennedyslaw.com/en/careers-at-kennedys/,https://www.kennedyslaw.com/en/careers-at-kennedys/,,-1,-1,,ai,low
Kerber,ai (browser),https://kerber.com/careers,https://kerber.com/careers,,-1,-1,,ai,low
Kering,eightfold (browser),https://kering-sandbox.eightfold.ai/careers,https://kering-sandbox.eightfold.ai/careers,kering,-1,-1,,ai,high
Ketjen,ai (browser),https://www.ketjen.com/careers/,https://www.ketjen.com/careers/,,-1,-1,,ai,low
Keune,recruitee (browser),https://keunehaircosmetics.recruitee.com,https://keunehaircosmetics.recruitee.com,keune,-1,-1,0.0,api_sniff,
King Living,ai (browser),https://www.kingliving.com/careers,https://www.kingliving.com/careers,,-1,-1,,ai,low
Kiwoom,ai (browser),https://www.kiwoom.com/error.html,https://www.kiwoom.com/error.html,,-1,-1,,ai,low
Kleiberit,ai (browser),https://www.kleiberit.com/en/careers,https://www.kleiberit.com/en/careers,,-1,-1,,ai,low
Knoll,workday,https://millerknoll.wd1.myworkdayjobs.com/MillerKnoll,https://millerknoll.wd1.myworkdayjobs.com/MillerKnoll,millerknoll,209,-1,,ai,high
Koelis,ai (browser),https://koelis.com/career/,https://koelis.com/career/,,-1,-1,,ai,low
Koerber,successfactors (browser),https://career5.successfactors.eu/careers?company=Koerber\,https://career5.successfactors.eu/careers?company=Koerber\,koerber,-1,-1,0.0,api_sniff,
Komatsu,ai (browser),https://www.komatsu.com/en-us/careers,https://www.komatsu.com/en-us/careers,,-1,-1,,ai,low
Konami,ai (browser),https://www.konami.com/games/us/en/jobs/,https://www.konami.com/games/us/en/jobs/,,-1,-1,,ai,high
Koyo Engineering,ai (browser),https://koyotech.com/careers/,https://koyotech.com/careers/,,-1,-1,,ai,high
KraussMaffei,ai (browser),https://www.kraussmaffei.com/en/404,https://www.kraussmaffei.com/en/404,,-1,-1,,ai,low
Kumho Tire,recruitee (browser),https://kumhotire.recruitee.com,https://kumhotire.recruitee.com,kumhotire,-1,-1,,ai,low
Kumul Petroleum,ai (browser),https://kumul.com/careers,https://kumul.com/careers,,-1,-1,,ai,low
Kurita,ai (browser),https://www.kurita.com.sg/careers/,https://www.kurita.com.sg/careers/,,-1,-1,,ai,low
Kyndryl,ai (browser),https://www.kyndryl.com/us/en/careers,https://www.kyndryl.com/us/en/careers,,-1,-1,,ai,high
L3Harris,ai (browser),https://careers.l3harris.com/en,https://careers.l3harris.com/en,,-1,-1,,ai,high
LBC Express,ai (browser),https://www.lbcexpress.com/about,https://www.lbcexpress.com/about,,-1,-1,,ai,low
LG Display,ai (browser),https://careers.lg.com/,https://careers.lg.com/,,-1,-1,,ai,low
LG Electronics,greenhouse,lgelectronics,https://boards.greenhouse.io/lgelectronics,LG Electronics,102,0,0.0,api_sniff,
LPGA,ai (browser),https://www.lpga.com/careers,https://www.lpga.com/careers,,-1,-1,,ai,low
LVMH,smartrecruiters,lvmh,https://careers.smartrecruiters.com/lvmh,LVMH,4,0,0.0,api_sniff,
LaMotte,ai (browser),https://lamotte.com/careers/,https://lamotte.com/careers/,,-1,-1,,ai,low
Lantech,ai (browser),https://lantech.applicantpro.com/notset.php?lantech&root=4&disabled=1,https://lantech.applicantpro.com/notset.php?lantech&root=4&disabled=1,,-1,-1,,ai,low
Laura Ashley,ai (browser),https://www.lauraashley.com/content/international-store-locator,https://www.lauraashley.com/content/international-store-locator,,-1,-1,,ai,low
Laurel Shipping,ai (browser),https://sg.linkedin.com/company/laurelshipmanagement,https://sg.linkedin.com/company/laurelshipmanagement,,-1,-1,,ai,low
Lear,successfactors (browser),https://career5.successfactors.eu/career?site=&company=learcorporP2&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career5.successfactors.eu/career?site=&company=learcorporP2&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,lear,-1,-1,,ai,high
Lectra,ai (browser),https://careers.lectra.com/,https://careers.lectra.com/,,-1,-1,,ai,high
Lenovo,ai (browser),https://jobs.lenovo.com/en_US/careers,https://jobs.lenovo.com/en_US/careers,,-1,-1,,ai,high
Leonardo,ai (browser),https://www.leonardo.com/en/careers,https://www.leonardo.com/en/careers,,-1,-1,,ai,high
Lime,workable (browser),https://apply.workable.com/lime/,https://apply.workable.com/lime/,lime,-1,-1,,ai,high
Lineage Logistics,phenom (browser),https://careers.onelineage.com/us/en/search-results?keywords={search_term_string},https://careers.onelineage.com/us/en/search-results?keywords={search_term_string},lineagelogistics,-1,-1,1.0,api_sniff,
Lingaro,smartrecruiters,lingaro,https://careers.smartrecruiters.com/lingaro,Lingaro,1,0,1.0,api_sniff,
Linxens,ai (browser),https://www.linxens.com/en,https://www.linxens.com/en,,-1,-1,,ai,low
Liquidnet,ai (browser),https://www.liquidnet.com/careers,https://www.liquidnet.com/careers,,-1,-1,,ai,low
Lockwood International,greenhouse,lockwood,https://boards.greenhouse.io/lockwood,"The Lockwood Group, LLC",29,0,0.0,api_sniff,
Loftware,ai (browser),https://www.loftware.com/about-us/careers,https://www.loftware.com/about-us/careers,,-1,-1,,ai,low
LogicMonitor,greenhouse,logicmonitor,https://boards.greenhouse.io/logicmonitor,LogicMonitor,54,0,0.0,api_sniff,
Lojel,ai (browser),https://www.lojel.com/careers/,https://www.lojel.com/careers/,,-1,-1,,ai,low
Lonza,smartrecruiters,lonza,https://careers.smartrecruiters.com/lonza,Lonza,6,0,0.0,api_sniff,
Lotte,workable (browser),https://apply.workable.com/lotte-travel-retail-singapore/,https://apply.workable.com/lotte-travel-retail-singapore/,lotte,-1,-1,,ai,high
Lotus Bakeries,recruitee (browser),https://lotusbakeries.recruitee.com,https://lotusbakeries.recruitee.com,lotusbakeries,-1,-1,,ai,low
Lotusflare,ai (browser),https://careers.lotusflare.com/,https://careers.lotusflare.com/,,-1,-1,,ai,low
Louis Dreyfus Company,smartrecruiters,louisdreyfuscompany,https://careers.smartrecruiters.com/louisdreyfuscompany,Louis Dreyfus Company,428,0,0.0,api_sniff,
Louis Vuitton,taleo (browser),https://lvmh.taleo.net/careersection/lv_global/jobsearch.ftl,https://lvmh.taleo.net/careersection/lv_global/jobsearch.ftl,louisvuitton,-1,-1,,ai,high
Lucidworks,lever,lucidworks,https://jobs.lever.co/lucidworks,,1,0,1.0,api_sniff,
Lufthansa Technik,ai (browser),https://www.lufthansagroup.careers/en/lufthansa-technik,https://www.lufthansagroup.careers/en/lufthansa-technik,,-1,-1,,ai,high
Lumen Technologies,ai (browser),https://jobs.lumen.com/global/en/,https://jobs.lumen.com/global/en/,,-1,-1,,ai,high
Lummus Technology,ai (browser),https://www.lummus.com/careers,https://www.lummus.com/careers,,-1,-1,,ai,low
Luxury Escapes,smartrecruiters,luxuryescapes,https://careers.smartrecruiters.com/luxuryescapes,Luxury Escapes,8,0,0.0,api_sniff,
LyondellBasell,successfactors (browser),https://career4.successfactors.com/career?company=LBI&site=&lang=en_US&requestParams=&navBarLevel=MY_PROFILE&_s.crb=6xuTC%2BxT3UThiNKaZYuGw7jlp4A%3D,https://career4.successfactors.com/career?company=LBI&site=&lang=en_US&requestParams=&navBarLevel=MY_PROFILE&_s.crb=6xuTC%2BxT3UThiNKaZYuGw7jlp4A%3D,lyondellbasell,-1,-1,,ai,high
MAPFRE,ai (browser),https://www.mapfre.com/en/talent/,https://www.mapfre.com/en/talent/,,-1,-1,,ai,low
MDRT,ai (browser),https://www.mdrt.org/careers,https://www.mdrt.org/careers,,-1,-1,,ai,low
MGI,ai (browser),https://careers.mgi.com/,https://careers.mgi.com/,,-1,-1,,ai,low
MIPA,ai (browser),https://www.mipa.com/careers,https://www.mipa.com/careers,,-1,-1,,ai,low
MISC,ai (browser),https://www.miscgroup.com/careers,https://www.miscgroup.com/careers,,-1,-1,,ai,low
